taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	GOLD Analysis Project Type	Add Date	Assembly Method	Comments	Has Coverage	Is Public	Release Date	User Access	Contact Email	Contact Name	Is Published	Sequencing Method	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Altitude In Meters	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation Country	Latitude	Longitude	Genome Size   * assembled	Gene Count   * assembled	JGI Data Utilization Status	
3300005744	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS842	Marine Biological Laboratory	3300005744	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Metagenome Analysis	2015-09-02	Ray 2.3.1 kmer size 31	released per JGI data release policy	No	Yes	2019-11-01		randerson@mbl.edu, randerson@carleton.edu	Rika Anderson	No	Illumina MiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		2388		Mid-Cayman Rise, Pacific Ocean	marine hydrothermal vent	Undefined	18.375164	-81.797067	26859940	33289		
3300022397	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Garden Lake, Rottnest Island (WA - Australia) - GL2WO3 JM15	AGRF	3300022397	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Metagenome Analysis	2017-12-15	Unkown	released by JGI data releasing policy	Yes	Yes	2021-03-03		deirdre.gleeson@uwa.edu.au	Deirdre Gleeson	No	Illumina HiSeq 2500	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Australia: Garden Lake, Rottnest Island, Western Australia	Microbial mat	Australia	-31.99737	115.536569	44085082	79405		
3300021508	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-0-1_MG	DOE Joint Genome Institute (JGI)	3300021508	Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	Microbial communities from sediments and microbial mats in various locations	Metagenome Analysis	2017-11-10	spades v. SPAdes version: 3.11.1-check		Yes	Yes	2018-01-09		bmacgreg@unc.edu	Barbara MacGregor	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats		2001		Mexico: Guaymas Basin	hydrothermal vent microbial mat	Mexico	27.0074	-110.591	242313859	494266	Unrestricted	
3300007712	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_B_D2_MG	DOE Joint Genome Institute (JGI)	3300007712	Environmental	Aquatic	Marine	Intertidal zone	Salt pond sediment	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Metagenome Analysis	2016-03-23	MEGAHIT v. MEGAHIT v1.0.3		Yes	Yes	2016-09-19		stheroux@lbl.gov, stheroux@lbl.gov; sgtringe@lbl.gov	Susanna Theroux, Susanna Theroux; Susannah Tringe	Yes	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Intertidal zone	Marine	Salt pond sediment		0	0	South San Francisco, USA	Pond soil	USA	37.4968	-122.1333	663047453	1206105	Unrestricted	
3300028496	*Microbiome	Permanent Draft	Glacial sediment microbial communities from Siachen glacier, sub-Himalayan, Skardu, Pakistan	Glacial sediment microbial communities from Siachen glacier, sub-Himalayan, Skardu, Pakistan - SS SS	University of Bristol	3300028496	Environmental	Aquatic	Freshwater	Ice	Glacier	Glacial sediment microbial communities from Siachen glacier, sub-Himalayan, Skardu, Pakistan	Metagenome Analysis	2018-07-09	SPAdes v. 3.11.1	released by JGI data releasing policy	No	Yes	2022-03-04		mr14311@my.bristol.ac.uk	Muhammad Rafiq	No	Illumina MiSeq	Environmental	Aquatic	Ice	Freshwater	Glacier				Pakistan, Skardu, Siachen glacier	glacial sediment	Pakistan	35.4639	77.0439	47880983	57923		
3300005220	*Microbiome	Permanent Draft	Microbial communities from the Yellowstone National Park, bulk metagenomes as controls for mini-metagenomic methods	Norris Geyser Basin Crystal Spring 9 - Microbial communities from the Yellowstone National Park, bulk metagenomes as controls for mini-metagenomic methods	Stanford University	3300005220	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	Microbial communities from the Yellowstone National Park, bulk metagenomes as controls for mini-metagenomic methods	Metagenome Analysis	2015-05-22	SpadeV3	released per JGI data release policy	No	Yes	2019-11-01		brianyu@stanford.edu	Brian Yu	No	Illumina MiSeq	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Acidic				Yellowstone National Park, Wyoming, USA	hotspring	USA	44.7287	-110.714783	759013	1673		
3300020139	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 70_MetaG	DOE Joint Genome Institute (JGI)	3300020139	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Metagenome Analysis	2017-08-29	spades v. SPAdes version: 3.10.1		Yes	Yes	2017-10-28		rstepanauskas@bigelow.org; brian.hedlund@unlv.edu	Ramunas Stepanauskas; Brian Hedlund	Yes	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Sediment			1205	USA: Nevada	sediment	USA	40.6614	-119.3661	297862735	472175	Unrestricted	
3300035038	*Microbiome	Permanent Draft	Methane metabolizing microbial communities from different methane-rich environments from various locations	Oil reservoir microbial communities from oil well in Texas, United States - B3.6_Sample3.Rodeo6.Well667	DOE Joint Genome Institute (JGI)	3300035038	Environmental	Terrestrial	Deep subsurface	Oil well	Unclassified	Methane metabolizing microbial communities from different methane-rich environments from various locations	Metagenome Analysis	2019-12-07	metaspades v. 3.13.0		Yes	Yes	2019-08-12		sean.crowe@ubc.ca	Sean Crowe	No	Illumina NovaSeq	Environmental	Terrestrial	Oil well	Deep subsurface	Unclassified		0		USA: Texas	oil reservoir	USA	31.546	-102.9	99252794	152270	Restricted	
3300022320	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Serpentine Lake, Rottnest Island (WA - Australia) - SL1BM3 JM114	AGRF	3300022320	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Metagenome Analysis	2017-12-14	Unkown	released by JGI data releasing policy	Yes	Yes	2021-03-03		deirdre.gleeson@uwa.edu.au	Deirdre Gleeson	No	Illumina HiSeq 2500	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Australia: Serpentine Lake, Rottnest Island, Western Australia	Microbial mat	Australia	-32.002717	115.525989	40660889	72955		
3300014796	*Microbiome	Permanent Draft	Bacterial communities from hot springs in Japan	Sediment microbial communities from hot springs in Jinata Onsen, Shikinejima, Japan - Pool 3	California Institute of Technology	3300014796	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	Bacterial communities from hot springs in Japan	Metagenome Analysis	2017-03-25	MegaHit v. 1.02	released by JGI data releasing policy	Yes	Yes	2021-03-03		LMWARD@post.harvard.edu	Lewis Ward	No	Illumina HiSeq	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Sediment		0	0	Shikinejima, Japan	hot spring sediment	Japan	34.326111	139.21	131681623	215397		
3300035545	*Microbiome	Permanent Draft	Methane metabolizing microbial communities from different methane-rich environments from various locations	Oil reservoir microbial communities from oil well in Texas, United States - B3.10_Sample3.Rodeo10.Well1210	DOE Joint Genome Institute (JGI)	3300035545	Environmental	Terrestrial	Deep subsurface	Oil well	Unclassified	Methane metabolizing microbial communities from different methane-rich environments from various locations	Metagenome Analysis	2019-11-19	metaspades v. 3.13.0		Yes	Yes	2019-09-20		sean.crowe@ubc.ca	Sean Crowe	No	Illumina NovaSeq	Environmental	Terrestrial	Oil well	Deep subsurface	Unclassified		0		USA: Texas	oil reservoir	USA	31.546	-102.9	385106722	629277	Restricted	
3300026623	*Microbiome	Permanent Draft	Extremophilic microbial mat communities from USA and Mexico	Hot spring microbial mat communities from Yellowstone National Park, Wyoming, USA - ECH_C virus_MetaG (SPAdes)	DOE Joint Genome Institute (JGI)	3300026623	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Extremophilic microbial mat communities from USA and Mexico	Metagenome Analysis	2018-05-07	spades v. 3.11.1		Yes	Yes	2018-07-06		binskeep@montana.edu	William P. Inskeep	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats			2293	USA: Yellowstone National Park	Hot spring	USA	44.7219	-110.7021	40388647	83815	Restricted	
3300021490	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-3-4_MG	DOE Joint Genome Institute (JGI)	3300021490	Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	Microbial communities from sediments and microbial mats in various locations	Metagenome Analysis	2017-11-09	spades v. SPAdes version: 3.11.1-check		Yes	Yes	2018-01-08		bmacgreg@unc.edu	Barbara MacGregor	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hydrothermal vents	Marine	Sediment		2011		Mexico: Guaymas Basin	hydrothermal vent sediment	Mexico	27.0114	-110.5956	124187887	266662	Unrestricted	
3300044993	*Microbiome	Permanent Draft	Microbial mat bacterial communities from hot springs in Waikite Valley, Taupo Volcanic Zone, New Zealand	Microbial mat bacterial communities from hot spring in Waikite Valley, New Zealand - LMW_ETR_NZ_2018_Waikite_1_1	DOE Joint Genome Institute (JGI)	3300044993	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Microbial mat bacterial communities from hot springs in Waikite Valley, Taupo Volcanic Zone, New Zealand	Metagenome Analysis	2021-04-24	metaspades v. 3.14.1	released based on JGI ITS	Yes	Yes	2021-06-15		LMWARD@post.harvard.edu	Lewis Ward	No	Illumina NovaSeq S4	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats			375	New Zealand: Waikite Valley, Waikato	microbial mat	New Zealand	-38.3276	176.3016	685490793	870422	Unrestricted	
2014031004	*Microbiome	Draft	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP9 Dragon Spring, Norris Geyser Basin v1	DOE Joint Genome Institute (JGI)	2014031004	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Metagenome Analysis	2008-12-20	lucy / pga	released based on JGI ITS	No	Yes	2022-03-25		binskeep@montana.edu	William Inskeep, William P. Inskeep	Yes	Sanger	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2280	Yellowstone National Park, WY	Hot spring	USA	44.7318889	-110.7110833	18602353	27451	Unrestricted	
3300035542	*Microbiome	Permanent Draft	Methane metabolizing microbial communities from different methane-rich environments from various locations	Oil reservoir microbial communities from oil well in Texas, United States - B2.8_Sample2.Rodeo8.Well662	DOE Joint Genome Institute (JGI)	3300035542	Environmental	Terrestrial	Deep subsurface	Oil well	Unclassified	Methane metabolizing microbial communities from different methane-rich environments from various locations	Metagenome Analysis	2019-11-23	metaspades v. 3.13.0		Yes	Yes	2019-09-21		sean.crowe@ubc.ca	Sean Crowe	No	Illumina NovaSeq	Environmental	Terrestrial	Oil well	Deep subsurface	Unclassified		0		USA: Texas	oil reservoir	USA	31.546	-102.9	172062358	282353	Restricted	
2014031007	*Microbiome	Draft	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP11 Octopus Springs v1	DOE Joint Genome Institute (JGI)	2014031007	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Metagenome Analysis	2008-12-20	lucy / pga	released based on JGI ITS	No	Yes	2022-03-25		binskeep@montana.edu, binskeep@montana.edu; daniel.colman@montana.edu	William Inskeep, William P. Inskeep; Daniel Colman	Yes	Sanger	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2250	Yellowstone National Park, WY	Hot spring	USA	44.5340836	-110.7978895	28556353	44644	Unrestricted	
3300049213	*Microbiome	Permanent Draft	Hot spring sediment microbial communities from Yellowstone National Park, WY, United States	Sediment-water slurry microbial communities from hot spring in Yellowstone National Park, WY, USA - Buffalo_pool_hpg_inc_3	DOE Joint Genome Institute (JGI)	3300049213	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring sediment microbial communities from Yellowstone National Park, WY, United States	Metagenome Analysis	2021-11-24	metaspades v. 3.15.2	released based on JGI ITS	Yes	Yes	2022-01-18		roland.hatzenpichler@montana.edu	Roland Hatzenpichler	No	Illumina NovaSeq S4	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2240	USA: Wyoming	Sediment-water slurry	USA	44.5324	-110.7974	188723422	299720	Restricted	
3300007852	*Microbiome	Permanent Draft	Non-marine hypersaline water microbial communities  of A?ana Salar, Pais Vasco, Spain	Non-marine hypersaline water microbial communities of A?ana Salar, Pais Vasco, Spain - Cell Surgencia A?ana 2014	University of Alicante	3300007852	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Non-marine hypersaline water microbial communities  of A?ana Salar, Pais Vasco, Spain	Metagenome Analysis	2016-03-18	IDBA 1.1.1 PRE correction	released per JGI data release policy	No	Yes	2019-11-01		ramosloles@gmail.com	Mar?a Dolores Ramos Barbero, Maria Dolores Ramos Barbero	No	Illumina	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified				A?ana Salar (Pa?s Vasco, Spain)	hypersaline water		42.80111387	-2.985507	78816411	153923		
3300021467	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-7-8_MG	DOE Joint Genome Institute (JGI)	3300021467	Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	Microbial communities from sediments and microbial mats in various locations	Metagenome Analysis	2017-11-08	spades v. SPAdes version: 3.11.1-check		Yes	Yes	2018-01-07		bmacgreg@unc.edu	Barbara MacGregor	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hydrothermal vents	Marine	Sediment		2011		Mexico: Guaymas Basin	hydrothermal vent sediment	Mexico	27.0114	-110.5956	378956998	775933	Unrestricted	
3300012526	*Microbiome	Permanent Draft	Polar desert microbial communities from Antarctic Dry Valleys	Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ857 (21.06)	DOE Joint Genome Institute (JGI)	3300012526	Environmental	Terrestrial	Soil	Desert	Unclassified	Polar desert microbial communities from Antarctic Dry Valleys	Metagenome Analysis	2016-12-08	MEGAHIT v. MEGAHIT v1.0.6		Yes	Yes	2017-02-07		caryc@udel.edu	Stephen Cary	No	Illumina HiSeq 2500-1TB	Environmental	Terrestrial	Desert	Soil	Unclassified			587	Antarctica: Dry Valley	Polar desert sand	Antarctica	-78.0742	163.7853	568254376	1279577	Unrestricted	
3300003543	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS898_N3Area_DNA		3300003543	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Metagenome Analysis	2014-10-15	CLC genomics workbench 7.0	released by JGI data releasing policy	No	Yes	2020-03-03		cfortunato@mbl.edu, cfortunato@gmail.com	Caroline  Fortunato, Caroline Fortunato	No	Illumina	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		1530		North Pacific Ocean: Axial Seamount	Diffuse hydrothermal flow volcanic vent 	Pacific Ocean	45.943716	-129.985163	914957800	1940104		
3300013386	*Microbiome	Permanent Draft	Tubeworm-associated microbial communities from Endeavour hydrothermal vents, Juan de Fuca Ridge, Canada	Tubeworm-associated microbial communities from Endeavour hydrothermal vents, Juan de Fuca Ridge, Canada - low-flow bush	Genome Quebec	3300013386	Environmental	Aquatic	Marine	Hydrothermal vents	Tubeworm bush	Tubeworm-associated microbial communities from Endeavour hydrothermal vents, Juan de Fuca Ridge, Canada	Metagenome Analysis	2017-02-24	AbySS v1.5.0	released by JGI data releasing policy	No	Yes	2020-03-03		smurdock@uvic.ca	Sheryl Murdock	No	Illumina HiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Tubeworm bush		2180		Endeavour Segment, Juan de Fuca Ridge, Canada	Low-flow tubeworm bush		48.177778	-129.336389	134805401	357706		
3300027515	*Microbiome	Permanent Draft	Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA	Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP NP MetaG (SPAdes)	DOE Joint Genome Institute (JGI)	3300027515	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA	Metagenome Analysis	2018-05-10	spades v. 3.11.1		Yes	Yes	2018-07-09		dab14@psu.edu	Donald Bryant	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats				USA: Wyoming: Yellowstone National Park	Anoxygenic and chlorotrophic	USA	44.963	-110.715	417734161	638551	Unrestricted	
3300034035	*Microbiome	Permanent Draft	Deception Metagenome	Glacier sediment microbial communities near Fumarole Bay, Deception Island, Antarctica - FBC2	The Brazilian National Council for Scientific and Technological Development (CNPq)	3300034035	Environmental	Aquatic	Freshwater	Ice	Glacier	Deception Metagenome	Metagenome Analysis	2019-12-05	IDBA-ud v. 1.1.1	released per Amanda Bendia -- GOLD-1013	No	Yes	2020-07-31		amandagbendia@gmail.com	Amanda Bendia	No	Illumina	Environmental	Aquatic	Ice	Freshwater	Glacier				Deception Island, Antarctica	glacier sediment	Antarctica	-62.96	-60.71	47859555	71104		
3300026237	*Microbiome	Permanent Draft	Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA	Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA - YNP Bryant MS upper layer 2012 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026237	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA	Metagenome Analysis	2018-04-17	spades v. 3.11.1		Yes	Yes	2018-06-16		dab14@psu.edu	Donald Bryant	No	Illumina HiSeq 2000, Illumina HiSeq 2500	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats				Yellowstone National Park, Wyoming, USA	Anoxygenic and chlorotrophic microbial mat	USA	44.534	-110.7978	206324235	421125	Unrestricted	
3300022706	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1OPP1 JM100	AGRF	3300022706	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Metagenome Analysis	2018-01-25	Unkown	released by JGI data releasing policy	Yes	Yes	2021-03-03		deirdre.gleeson@uwa.edu.au	Deirdre Gleeson	No	Illumina HiSeq 2500	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Australia: Herschel Lake, Rottnest Island, Western Australia	Microbial mat	Australia	-31.996565	115.531482	43911740	73972		
3300028761	*Microbiome	Permanent Draft	Hot spring sediment microbial communities from Yellowstone National Park, WY, United States	Hot spring microbial mat communities from Yellowstone National Park, WY, United States - YNP-CB-013-3	DOE Joint Genome Institute (JGI)	3300028761	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	Hot spring sediment microbial communities from Yellowstone National Park, WY, United States	Metagenome Analysis	2018-08-08	spades v. 3.11.1		Yes	Yes	2018-10-07		roland.hatzenpichler@montana.edu	Roland Hatzenpichler	No	Illumina NovaSeq	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Sediment			2220	USA: Wyoming	microbial mat	USA	44.5761	-110.7905	194465398	333574	Restricted	
3300015067	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities from a glacier forefield, Russell Glacier, Kangerlussuaq, Greenland (Sample G7A, Adjacent to main proglacial river, mid transect (Watson river))	University of Bristol	3300015067	Environmental	Terrestrial	Soil	Glacier	Unclassified	Metagenomes of Arctic soils	Metagenome Analysis	2017-04-05	SPADES	released per Natalia: IMGSUPP-1553	Yes	Yes	2018-05-18		maisie.nash@bristol.ac.uk; ama@envs.au.dk	Maisie Nash; Alexandre Magno Barbosa Anesio	Yes	Illumina HiSeq	Environmental	Terrestrial	Glacier	Soil	Unclassified		0	251	Russell glacier, Kangerlussuaq, Greenland	Glacier forefield soil		67.082258	-50.322515	52942968	127580		
3300015064	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities from a glacier forefield, Russell Glacier, Kangerlussuaq, Greenland (Sample G7B, Adjacent to main proglacial river, mid transect (Watson river))	University of Bristol	3300015064	Environmental	Terrestrial	Soil	Glacier	Unclassified	Metagenomes of Arctic soils	Metagenome Analysis	2017-04-05	SPADES	released per Natalia: IMGSUPP-1553	Yes	Yes	2018-05-18		maisie.nash@bristol.ac.uk; ama@envs.au.dk	Maisie Nash; Alexandre Magno Barbosa Anesio	Yes	Illumina HiSeq	Environmental	Terrestrial	Glacier	Soil	Unclassified		0	239	Russell glacier, Kangerlussuaq, Greenland	Glacier forefield soil		67.08225	-50.322435	58507862	116438		
3300028617	*Microbiome	Permanent Draft	Microbial communities from Yellowstone National Park hot springs 2017	Hot spring sediment microbial communities from Stumped Spring Outflow 2, Yellowstone National Park, USA - 170629H	University of Minnesota	3300028617	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	Microbial communities from Yellowstone National Park hot springs 2017	Metagenome Analysis	2018-07-31	SPAdes v. 3.11.0	released by JGI data releasing policy	Yes	Yes	2022-03-04		trinityh@umn.edu	Trinity Hamilton	No	Illumina HiSeq 2500	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Sediment			2236	USA: Yellowstone National Park, WY	Hot spring sediment	USA	44.5325	-110.7977	131707792	292784		
3300005852	*Microbiome	Permanent Draft	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Thermal spring microbial communities from Yellowstone National Park, Wyoming, USA - Perpetual Spouter B (PS_B) MetaG (SPADES assembly)	DOE Joint Genome Institute (JGI)	3300005852	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Metagenome Analysis	2015-09-14	SPADES v3.5.0		Yes	Yes	2016-06-02		nnivanova@lbl.gov, jim.fredrickson@pnnl.gov	Natasha Ivanova, Jim Fredrickson	No	Illumina HiSeq 2000, Illumina HiSeq 2500	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified				Yellowstone National Park, Wyoming, USA	Thermal spring	USA	44.376	-110.69	85136290	117344	Restricted	
2236876021	*Microbiome	Permanent Draft	Saline water concentrator pond microbial communities from Bras del Port saltern, Santa Pola, Spain	Saline water concentrator pond microbial communities from Bras del Port saltern, Spain - SS37	GATC-Biotech AG, Konstanz, Germany	2236876021	Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds	Unclassified	Saline water concentrator pond microbial communities from Bras del Port saltern, Santa Pola, Spain	Metagenome Analysis	2012-02-18		released per JGI data release policy	No	Yes	2019-11-01		abf@us.es	Ana Fernandez	No	454 GS FLX Titanium	Environmental	Aquatic	Salt crystallizer ponds	Non-marine Saline and Alkaline	Unclassified				Bras del Port Saltern, Santa Pola, Spain	Saline water concentrator pond	Spain	38.11	-0.36	269809237	755227		
3300010332	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Marine hydrothermal vent microbial communities from Guaymas Basin, Gulf of California to study Microbial Dark Matter (Phase II) - Marker 14 Mat core 4571-4 3-6 cm metaG	DOE Joint Genome Institute (JGI)	3300010332	Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Metagenome Analysis	2016-09-03	MEGAHIT v. MEGAHIT v1.0.6		Yes	Yes	2016-11-03		rstepanauskas@bigelow.org; teske@email.unc.edu	Ramunas Stepanauskas; Andreas Teske	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hydrothermal vents	Marine	Sediment		2000		Mexico: Guaymas Basin, Gulf of California	Marine hydrothermal vent	Mexico	27.0078	-111.4071	1080322849	2490314	Unrestricted	
3300009686	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Glacier valley bacterial and archeal communities from Borup Fiord, Nunavut, Canada, to study Microbial Dark Matter (Phase II) - groundupSSSS metaG	DOE Joint Genome Institute (JGI)	3300009686	Environmental	Aquatic	Freshwater	Ice	Glacier	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Metagenome Analysis	2016-06-20	MEGAHIT v. MEGAHIT v1.0.6		Yes	Yes	2016-08-19		rstepanauskas@bigelow.org; pfdunfie@ucalgary.ca	Ramunas Stepanauskas; Peter Dunfield	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Ice	Freshwater	Glacier		0	0	Borup Fiord, Nunavut, Canada	Glacier valley	Canada	81.017	-81.583	977971402	1818470	Unrestricted	
3300003518	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS861_Marker113_DNA		3300003518	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Metagenome Analysis	2014-10-10	CLC genomics workbench	released by JGI data releasing policy	No	Yes	2020-03-03		cfortunato@mbl.edu, cfortunato@gmail.com	Caroline  Fortunato, Caroline Fortunato	No	Illumina	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		1522		North Pacific Ocean: Axial Seamount	Diffuse hydrothermal flow volcanic vent 	Pacific Ocean	45.923	-129.988104	113071139	255851		
