taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Genome Size   * assembled	Gene Count   * assembled	Scaffold Count   * assembled	
3300007520	*Microbiome	Permanent Draft	Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica	Freshwater microbial communities from Lake Bonney liftoff mats and glacier meltwater in Antarctica - BON-02 (megahit assembly)	DOE Joint Genome Institute (JGI)	3300007520	2174974799	3504326	2239148	
3300026147	*Microbiome	Permanent Draft	Utah desert microbiome from environmental samples near Hanksville, Utah, USA	Dry sediment microbial communities from Utah desert near Hanksville, Utah, USA - RSL1	McGill University	3300026147	2454618	3378	864	
3300001768	*Microbiome	Permanent Draft	Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands	Hydrothermal vent plume microbial communities from the Mid Cayman Rise - Deep Background Supr62		3300001768	116341812	156159	55058	
3300029900	*Microbiome	Permanent Draft	Cryoconite microbial communities around the Greenland ice sheet	Cryoconite microbial communities from ice sheet in Tasiilaq, Greenland - TAS_U-A2b	DMAC, Technical University of Denmark	3300029900	216656245	392669	242599	
3300004819	*Microbiome	Permanent Draft	Hypersaline lake viral communities from Bras del Port, Santa Pola, Alicante, Spain	Hypersaline lake viral communities from Bras del Port, Santa Pola, Alicante, Spain - HQ1 dirigido Enero 2015	University of Alicante	3300004819	7447736	25351	22300	
3300002547	*Microbiome	Permanent Draft	Polar desert microbial communities from Antarctic Dry Valleys	Polar desert microbial communities from Antarctic Dry Valleys - UQ889	DOE Joint Genome Institute (JGI)	3300002547	132562235	315096	252896	
3300022431	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Serpentine Lake, Rottnest Island (WA - Australia) - SL1OPP2 JM53	AGRF	3300022431	54031455	96658	66516	
3300015085	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities from a glacier forefield, Russell Glacier, Kangerlussuaq, Greenland (Sample G4B, Ice margin, adjacent to proglacial lake)	University of Bristol	3300015085	112190691	260773	203511	
3300023368	*Microbiome	Permanent Draft	Hydrothermal Fe-rich Mat Reference Genomes	Hydrothermal Fe-rich mat microbial community from Snakepit Site, Mid-Atlantic Ridge, Atlantic Ocean - 667-BS4	University of Delaware	3300023368	275647014	431132	238194	
3300003543	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS898_N3Area_DNA		3300003543	914957800	1940104	1506110	
3300010387	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from Malanjkhand copper mine, India	Acid mine drainage microbial communities from Malanjkhand copper mine, India - M8 k-mer 51	Xcelris labs Ltd	3300010387	289793165	718824	582917	
3300009695	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Glacier valley bacterial and archeal communities from Borup Fiord, Nunavut, Canada, to study Microbial Dark Matter (Phase II) - frozenSSSS metaG	DOE Joint Genome Institute (JGI)	3300009695	1191213831	2093514	1314629	
3300017827	*Microbiome	Permanent Draft	Archevir - Metagenome and diversity of hyperhalophilic archaeoviruses	Saline water viral communities from hypersaline pond near village of Ngallou, Senegal - P9	GATC-Biotech AG, Konstanz, Germany	3300017827	1892334	3224	529	
2077657023	*Microbiome	Permanent Draft	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Hot spring microbial communities from One Hundred Springs Plain, Yellowstone National Park, Wyoming, USA - sample OSP_B	DOE Joint Genome Institute (JGI)	2077657023	35803982	81130	64494	
3300044941	*Microbiome	Permanent Draft	Microbial mat bacterial communities from hot springs in Waikite Valley, Taupo Volcanic Zone, New Zealand	Microbial mat bacterial communities from hot spring in Waikite Valley, New Zealand - LMW_ETR_NZ_2018_Waikite_4_2	DOE Joint Genome Institute (JGI)	3300044941	642275758	851893	341444	
3300002207	*Microbiome	Permanent Draft	Hot spring microbial communities from Yellowstone National Park	Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - site 2 B7	DOE Joint Genome Institute (JGI)	3300002207	2602104	2832	276	
3300011192	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities form glacier forefield, Midre Lovenbreen, Svalbard, Norway (Sample 8 - S13.2.40.a - transect 2, age 29 years, surface depth)	University of Bristol	3300011192	3947663	11945	10239	
2084038006	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from Yunfu, Dabaoshan, and Foukou, China, of pyrites, lead-zinc tailings, and polymetallic ore	Acid Mine Drainage metagenome from Fankou	Sun Yat-Sen University	2084038006	10234757	17809	5675	
3300021973	*Microbiome	Permanent Draft	Characterization of microbial community from Mariana Back Arc	Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Alice_FS923 _150kmer	Marine Biological Laboratory	3300021973	301773984	650691	469481	
3300010968	*Microbiome	Permanent Draft	Inactive Hydrothermal Chimney Metagenome Study	Microbial communities from the middle layer of the microbial mat covering an inactive hydrothermal chimney from the Kolumbo submarine volcano, Santorini, Greece - V16_c.mid	Hellenic Centre for Marine Research (HCMR)	3300010968	207028785	336102	182955	
2035918005	*Microbiome	Draft	Soil microbial communities from FACE and OTC sites in USA	Soil microbial communities from sample at FACE Site 4 Nevada Test Site Crust CO2+	DOE Joint Genome Institute (JGI)	2035918005	252083467	629698	662773	
3300028285	*Microbiome	Permanent Draft	Antarctic microbial communities	Marine microbial communities from Organic Lake, Antarctica - GS376 with 0.1UM filter - spades	JGI facility at Oak Ridge National Laboratory	3300028285	12124203	25964	10181	
3300029061	*Microbiome	Permanent Draft	Utah desert microbiome from environmental samples near Hanksville, Utah, USA	Rock biofilm microbial communities from Utah desert near Hanksville, Utah, USA - E33_001	McGill University	3300029061	1217572	3336	1414	
3300015209	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities from a glacier forefield, Russell Glacier, Kangerlussuaq, Greenland (Sample G3B, Proglacial river margin, by glacier terminus)	University of Bristol	3300015209	395690349	849572	588635	
3300028816	*Microbiome	Permanent Draft	Microbial communities from Yellowstone National Park hot springs 2017	Hot spring sediment microbial communities from Mouthful Geyser Outflow 2, Yellowstone National Park, USA - 170629F	University of Minnesota	3300028816	104661654	234717	184233	
3300022424	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Serpentine Lake, Rottnest Island (WA - Australia) - SL1OPP2 JM74	AGRF	3300022424	49943629	90242	62216	
3300009626	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring microbial communities from Beatty, Nevada to study Microbial Dark Matter (Phase II) - OV2 TP1	DOE Joint Genome Institute (JGI)	3300009626	52872775	127422	100648	
3300026170	*Microbiome	Permanent Draft	Utah desert microbiome from environmental samples near Hanksville, Utah, USA	Dry sediment microbial communities from Utah desert near Hanksville, Utah, USA - RSL4	McGill University	3300026170	4569671	7055	1496	
3300026533	*Microbiome	Permanent Draft	Marine microbial communities from hydrothermal vents in the Atlantic and Pacific Ocean	Hydrothermal vent microbial communities from East Pacific Rise, Pacific Ocean - CV79	DOE Joint Genome Institute (JGI)	3300026533	612734278	1223151	829840	
3300011264	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from Malanjkhand copper mine, India	Acid mine drainage microbial communities from Malanjkhand copper mine, India - M16 k-mer 63	Xcelris labs Ltd	3300011264	228872273	584747	448859	
3300034172	*Microbiome	Permanent Draft	Soil and biocrust microbial communities from Mojave Desert, California, United States	Sub-biocrust soil microbial communities from Mojave Desert, California, United States - 9HMS	DOE Joint Genome Institute (JGI)	3300034172	334051833	740145	567409	
3300023503	*Microbiome	Permanent Draft	Marine microbial mats from Loihi Seamount, Hawaii, USA	Marine microbial mat from Loihi Seamount, Hawaii, USA - Marker 39 Individual Assembly	Western Washington University	3300023503	149019750	183096	64789	
3300005789	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS891_Anemone_DNA		3300005789	28138298	37992	14611	
3300022336	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL3WBGP3 JM9	AGRF	3300022336	28619028	55394	40812	
3300013795	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS854 IDBA reassembly	Marine Biological Laboratory	3300013795	185075677	235925	63761	
3300034145	*Microbiome	Permanent Draft	Soil and biocrust microbial communities from Mojave Desert, California, United States	Sub-biocrust soil microbial communities from Mojave Desert, California, United States - 59SNS	DOE Joint Genome Institute (JGI)	3300034145	246196965	588693	467284	
3300008469	*Microbiome	Permanent Draft	Marine sediment microbial communities from shallow-sea hydrothermal vent, Milos, Greece	Marine sediment microbial communities from shallow-sea hydrothermal vent, Milos, Greece - WM1	National Aeronautics and Space Administration (NASA)	3300008469	722966813	1614206	1166895	
3300021567	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-04-13-14_MG	DOE Joint Genome Institute (JGI)	3300021567	20745460	62316	52762	
3300023313	*Microbiome	Permanent Draft	Hydrothermal Fe-rich Mat Reference Genomes	Hydrothermal Fe-rich mat microbial community from Urashima Vent Field, Mariana Arc, Pacific Ocean - 801-BM1-B4	University of Delaware	3300023313	224728852	372212	207598	
3300040611	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Jornada LTER, Desert Southwest, NM, USA - JORN_006-M-20170808-COMP-DNA1	Battelle Memorial Institute	3300040611	1575847	4858	4525	
3300026510	*Microbiome	Permanent Draft	Marine microbial communities from hydrothermal vents in the Atlantic and Pacific Ocean	Hydrothermal vent microbial communities from Mid Atlantic Ridge, Atlantic Ocean - 355-202	DOE Joint Genome Institute (JGI)	3300026510	358573039	562563	280154	
3300022419	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Serpentine Lake, Rottnest Island (WA - Australia) - SL1BM2 JM71	AGRF	3300022419	49656064	90346	61787	
3300032057	*Microbiome	Permanent Draft	Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20090730_MS60	DOE Joint Genome Institute (JGI)	3300032057	354873169	711546	530988	
3300022338	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Lake Baghdad, Rottnest Island (WA - Australia) - LBBM2 JM47	AGRF	3300022338	30324386	59737	40801	
3300034133	*Microbiome	Permanent Draft	Soil and biocrust microbial communities from Mojave Desert, California, United States	Biocrust microbial communities from Mojave Desert, California, United States - 12HMC	DOE Joint Genome Institute (JGI)	3300034133	152635325	401203	349183	
3300028030	*Microbiome	Permanent Draft	Marine microbial communities from hydrothermal vents in the Atlantic and Pacific Ocean	Hydrothermal vent microbial communities from Lau Basin, Pacific Ocean - 132-544	DOE Joint Genome Institute (JGI)	3300028030	640257898	1272930	893928	
3300007084	*Microbiome	Permanent Draft	Non-marine hypersaline water viral communities from Salar of UYUNI 2014 (Chile)	Non-marine hypersaline water viral communities from Salar Uyuni, Bolivia - ZN 5 Uyuni 2014	University of Alicante	3300007084	69488854	211144	130528	
3300028211	*Microbiome	Permanent Draft	Antarctic microbial communities	Marine microbial communities from Organic Lake, Antarctica - GS376 with 3.0UM filter - spades	JGI facility at Oak Ridge National Laboratory	3300028211	17868967	30879	12036	
3300040930	*Microbiome	Permanent Draft	Hot spring sediment microbial communities from Yellowstone National Park, WY, United States	Hot spring sediment microbial communities from Yellowstone National Park, WY, United States - FS5_Glycine_1	DOE Joint Genome Institute (JGI)	3300040930	85586471	148097	84419	
3300028818	*Microbiome	Permanent Draft	Microbial communities from Yellowstone National Park hot springs 2017	Hot spring sediment microbial communities from Rabbit Creek Outflow 3, Yellowstone National Park, USA - 170626D	University of Minnesota	3300028818	182682112	386452	312239	
3300000563	*Microbiome	Draft	Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils	Alkaline sediment microbial communities from Cock Soda Lake, Kulunda Steppe, Russia - 3KL_010_SED	DOE Joint Genome Institute (JGI)	3300000563	1014733126	2206504	1426466	
3300022317	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1OPP3 JM102	AGRF	3300022317	43652324	72998	47295	
3300014149	*Microbiome	Permanent Draft	In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA	In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool	University of Wisconsin, Madison	3300014149	308417614	495057	260508	
3300003722	*Microbiome	Permanent Draft	Soil microbial communities from four geographically distinct crusts in the Colorado Plateau and Sonoran desert	Soil microbial communities from Colorado Plateau and Sonoran desert - Soil Crust after wet up 2C (Metagenome Metatranscriptome)	DOE Joint Genome Institute (JGI)	3300003722	2352205	5634	5611	
3300005194	*Microbiome	Permanent Draft	Mallorca 2014 E5	E5 T6	University of Alicante	3300005194	38999568	115200	91716	
3300031937	*Microbiome	Permanent Draft	Microbial communities from the deep biosphere	Hydrothermal vent fluid microbial communities from New Bay of Prony, New Caledonia - Prony27 re-assembly	Marine Biological Laboratory	3300031937	27625501	72451	61573	
3300010258	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Elbow Spring sediment metaG	DOE Joint Genome Institute (JGI)	3300010258	28851082	69015	51920	
3300022342	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Serpentine Lake, Rottnest Island (WA - Australia) - SL1BM2 JM23	AGRF	3300022342	35062580	58084	34665	
3300007238	*Microbiome	Permanent Draft	Non-marine hypersaline water viral communities from Salar of UYUNI 2014 (Chile)	Non-marine hypersaline water viral communities from Salar Uyuni, Bolivia - ZN24 UYUNI 14	University of Alicante	3300007238	88111586	270294	166503	
3300022450	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1BM3 JM3	AGRF	3300022450	44892349	84997	60308	
3300022403	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Lake Baghdad, Rottnest Island (WA - Australia) - LBBM3 JM69	AGRF	3300022403	41804847	80747	57103	
3300003465	*Microbiome	Permanent Draft	Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil, in a copper mine	Ore pile and mine drainage contaminated soil microbial communities from Mina do Sossego, Brazil - P5 sample	University of Campinas	3300003465	250061647	384286	180266	
3300002851	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring microbial communities from Dewar Creek, Canada	McGill University	3300002851	110407393	181420	108180	
3300031515	*Microbiome	Permanent Draft	Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20050930_Pe2	DOE Joint Genome Institute (JGI)	3300031515	299871321	610812	460346	
3300007645	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS879	Marine Biological Laboratory	3300007645	7504040	9815	4746	
3300005075	*Microbiome	Permanent Draft	Hypersaline water metagenomes of microbial communities from Lake Tyrrell, Victoria, Australia	Lake Tyrrell, January 2009, 3 - 0.8 um size fraction, water metagenome HBT	J. Craig Venter Institute	3300005075	404069314	1098982	959057	
3300015202	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic sediment microbial communities from supraglacial cryoconite, Storglaciaren, Tarfala, Sweden (Sample st-12a, ablation zone cryoconite)	University of Bristol	3300015202	356555055	584868	307273	
3300022434	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Serpentine Lake, Rottnest Island (WA - Australia) - SL1OPP2 JM116	AGRF	3300022434	55027098	99865	69413	
2119805012	*Microbiome	Draft	Soil microbial communities from FACE and OTC sites in USA	Soil microbial communities from sample at FACE Site NTS_067 Nevada Test Site	DOE Joint Genome Institute (JGI)	2119805012	390792833	1036364	1026800	
3300001840	*Microbiome	Permanent Draft	Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands	Hydrothermal vent plume microbial communities from the Mid Cayman Rise - Shallow Sites - gte1kb - lt4kb		3300001840	146151029	204287	82563	
2028778003	*Microbiome	Permanent Draft	Hot springs sediment microbial communities from the Great Boiling Springs, Nevada, USA	Sample 300		2028778003	6137913	8244	2293	
3300001683	*Microbiome	Permanent Draft	Hydrothermal vent plume microbial communities from Guaymas Basin, Pacific Ocean	Hydrothermal vent plume microbial communities from Guaymas Basin, Gulf of California - IDBA assembly		3300001683	572189614	955942	449452	
3300005624	*Microbiome	Draft	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP2 Nymph Lake 10 v2 (version 3)	DOE Joint Genome Institute (JGI)	3300005624	4164052	6956	2329	
3300023478	*Microbiome	Permanent Draft	Marine microbial mats from Loihi Seamount, Hawaii, USA	Marine microbial mats from Loihi Seamount, Hawaii, USA - Marker 57 Individual Assembly	Oregon Health and Science University (OHSU)	3300023478	48373600	87549	49191	
3300003127	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from Los Rueldos abandoned Hg mine in Spain	Acid mine drainage microbial communities from Los Rueldos abandoned Hg mine in Spain - Sample B1B	Institute of Catalysis, The Higher Council for Scientific Research (CSIC)	3300003127	14901674	24340	13235	
3300022326	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Garden Lake, Rottnest Island (WA - Australia) - GL1GP2 JM86	AGRF	3300022326	26562374	52864	36804	
3300013103	*Microbiome	Permanent Draft	Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico	Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Guay9, Core 4571-4, 0-3 cm	DOE Joint Genome Institute (JGI)	3300013103	2826948006	5892385	4074856	
3300001459	*Microbiome	Permanent Draft	Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands	Hydrothermal vent plume microbial communities from the Mid Cayman Rise - All Sites - lt1k		3300001459	198169809	718137	632149	
3300013098	*Microbiome	Permanent Draft	Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico	Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Guay11, Core 4567-28, 0-3 cm	DOE Joint Genome Institute (JGI)	3300013098	1259078910	2867622	2198561	
3300002080	*Microbiome	Permanent Draft	Saline desert soil microbial communities from Kutch, Gujarat, India	Saline desert soil microbial communities from Kutch, Gujarat, India - S1		3300002080	0	0	0	
3300034005	*Microbiome	Permanent Draft	Soil and biocrust microbial communities from Mojave Desert, California, United States	Sub-biocrust soil microbial communities from Mojave Desert, California, United States - 26HNS	DOE Joint Genome Institute (JGI)	3300034005	269934430	711795	613912	
3300034152	*Microbiome	Permanent Draft	Hypersaline lacustrine bacterial communities from Kiritimati Island	Lacustrine bacterial communities from hypersaline Lake 1, Kiritimati Island, Kiribati - 5-22.5 cm	University of Illinois, Urbana-Champaign	3300034152	1563794018	3128088	2255483	
3300028400	*Microbiome	Permanent Draft	Marine microbial communities from hydrothermal vents in the Atlantic and Pacific Ocean	Hydrothermal vent microbial communities from Lau Basin, Pacific Ocean - 134-614	DOE Joint Genome Institute (JGI)	3300028400	762786935	1402025	899360	
3300022395	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Lake Baghdad, Rottnest Island (WA - Australia) - LBBM1 JM109	AGRF	3300022395	41343334	76730	51871	
3300010330	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Marine hydrothermal vent microbial communities from Guaymas Basin, Gulf of California to study Microbial Dark Matter (Phase II) - Marker 14 Mat core 4569-2 3-6 cm metaG (version 2)	DOE Joint Genome Institute (JGI)	3300010330	1159571654	2483439	1807262	
3300022421	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Lake Baghdad, Rottnest Island (WA - Australia) - LBBRO2 JM20	AGRF	3300022421	52181503	94413	64668	
3300012527	*Microbiome	Permanent Draft	Polar desert microbial communities from Antarctic Dry Valleys	Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ83 (22.06)	DOE Joint Genome Institute (JGI)	3300012527	670906171	1296057	817663	
3300007847	*Microbiome	Permanent Draft	Microbial communities from hot springs in different districts of India	Microbial communities from hot springs in Navsari district, Gujarat, India - Unai	Anand Agricultural University	3300007847	122821097	531146	662480	
3300028229	*Microbiome	Permanent Draft	Utah desert microbiome from environmental samples near Hanksville, Utah, USA	Rock biofilm microbial communities from Utah desert near Hanksville, Utah, USA - ND	McGill University	3300028229	522543	1462	55	
3300033989	*Microbiome	Permanent Draft	Soil and biocrust microbial communities from Mojave Desert, California, United States	Biocrust microbial communities from Mojave Desert, California, United States - 20HNC	DOE Joint Genome Institute (JGI)	3300033989	129159367	339449	296794	
3300031508	*Microbiome	Permanent Draft	Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States	Hot spring phototrophic mat microbial communities from Mushroom Spring, Yellowstone National Park, Wyoming, United States - 20050701_me2	DOE Joint Genome Institute (JGI)	3300031508	296612952	607207	456923	
3300011199	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities form glacier forefield, Midre Lovenbreen, Svalbard, Norway (Sample 3 - S13.3.20.a - transect 3, age 3 years, surface depth).	University of Bristol	3300011199	17783002	40491	28727	
3300003092	*Microbiome	Permanent Draft	Hot spring microbial communities from Five Geothermal Springs in Yellowstone National Park, USA	Hot spring microbial communities from Five Geothermal Springs in Yellowstone National Park, USA - Joseph's Coat Hot Spring-Scorodite Spring	J. Craig Venter Institute	3300003092	3876971	5753	1659	
3300003086	*Microbiome	Permanent Draft	Hydrothermal vent plume microbial communities from Guaymas Basin, Pacific Ocean	Marine viral communities from deep ocean hydrothermal plumes from the Lau and Guaymas Basin	University of Michigan	3300003086	2311950	3204	127	
3300021592	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4872-18-5-6_MG	DOE Joint Genome Institute (JGI)	3300021592	93872894	234219	181757	
3300010264	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Marine hydrothermal vent microbial communities from Guaymas Basin, Gulf of California to study Microbial Dark Matter (Phase II) - Marker 14 Mat core 4571-4 33-36 cm metaG	DOE Joint Genome Institute (JGI)	3300010264	13337508	30532	21680	
3300040590	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Moab, Southern Rockies & Colorado Plateau, UT, USA - MOAB_044-M-20170523-COMP-DNA1	Battelle Memorial Institute	3300040590	1847838	5850	5449	
3300000362	*Microbiome	Draft	Alkaline sediment microbial communities from Soda lakes and Soda Solonchak soils	Alkaline sediment microbial communities from Cock Soda Lake, Kulunda Steppe, Russia - 1KL_011_SED	DOE Joint Genome Institute (JGI)	3300000362	641318510	1394818	922850	
3300026150	*Microbiome	Permanent Draft	Utah desert microbiome from environmental samples near Hanksville, Utah, USA	Rock biofilm microbial communities from Utah desert near Hanksville, Utah, USA - E3.3	McGill University	3300026150	24333119	28616	6564	
3300021588	*Microbiome	Permanent Draft	Microbial communities from sediments and microbial mats in various locations	Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-2-3_MG	DOE Joint Genome Institute (JGI)	3300021588	95272852	208464	153366	
3300005756	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS866	Marine Biological Laboratory	3300005756	10354860	15485	6247	
3300003088	*Microbiome	Permanent Draft	Acid mine drainage microbial communities from Carnoules, Gard, France	Acid mine drainage microbial communities from Carnoules, Gard, France, unbinned	CEA Genoscope	3300003088	3308498	3727	215	
3300040186	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Moab, Southern Rockies & Colorado Plateau, UT, USA - MOAB_047-M-20170523-COMP-DNA1	Battelle Memorial Institute	3300040186	11651905	34874	31603	
3300022697	*Microbiome	Permanent Draft	Deep Sea Chimney Vent Samples 2015 - Flores Lab	Hydrothermal vent microbial communities from dead black smoker in Mariner Vent Field, Eastern Lau Spreading Center, Pacific Ocean - O	University of California, Irvine	3300022697	169004004	185880	31337	
3300009486	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS856 no min length	Marine Biological Laboratory	3300009486	237391350	907829	895372	
3300005257	*Microbiome	Permanent Draft	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Hot spring microbial communities from Beowulf Spring, Yellowstone National Park, Wyoming, USA - YNP_Beowulf Spring_D v2 (version 2)	DOE Joint Genome Institute (JGI)	3300005257	20124990	35365	10495	
3300039211	*Microbiome	Permanent Draft	Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA	Acid mine drainage biofilm communities from Richmond mine site AB20, Iron Mt, CA, USA - AMDAB200606DS2	University of California, Berkeley	3300039211	11756699	18309	7057	
3300010313	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring microbial communities from South Africa to study Microbial Dark Matter (Phase II) - Sagole hot spring metaG	DOE Joint Genome Institute (JGI)	3300010313	407828631	843449	598083	
3300022349	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL3WBGP3 JM63	AGRF	3300022349	35934252	62000	38825	
3300044607	*Microbiome	Permanent Draft	Marine microbial communities from various hydrothermal vent chimneys in Pacific Ocean	Marine hydrothermal vent microbial communities from Pagoda chimney, Guaymas Basin, Pacific Ocean - A2838	Western Washington University	3300044607	324566205	637792	452202	
