"taxon_oid","ID1","ID2","KO","Phylum","Class","Order","Family","Genus","Species"
"3300031923","Ga0326331_109744371","Ga0326331_10974437","K10408","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_105225451","Ga0326331_10522545","K10609","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_106670561","Ga0326331_10667056","K10737","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_103721121","Ga0326331_10372112","K10761","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_107493981","Ga0326331_10749398","K10950","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_107493981","Ga0326331_10749398","K10976","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_104036101","Ga0326331_10403610","K11324","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_103854391","Ga0326331_10385439","K11481","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_106244871","Ga0326331_10624487","K11493","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_102345541","Ga0326331_10234554","K11593","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_109327251","Ga0326331_10932725","K11654","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_103297891","Ga0326331_10329789","K12662","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_107355581","Ga0326331_10735558","K12823","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_106136601","Ga0326331_10613660","K12856","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_107956741","Ga0326331_10795674","K13761","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_103991161","Ga0326331_10399116","K14403","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_108000171","Ga0326331_10800017","K14521","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_106599181","Ga0326331_10659918","K15371","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_103530491","Ga0326331_10353049","K15429","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_108181771","Ga0326331_10818177","K15731","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_100619171","Ga0326331_10061917","K16803","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_105305991","Ga0326331_10530599","K17275","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_102394241","Ga0326331_10239424","K18207","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_103782651","Ga0326331_10378265","K18703","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031923","Ga0326331_109226821","Ga0326331_10922682","K18725","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100466071","Ga0326332_10046607","K00033","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_108685841","Ga0326332_10868584","K00088","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102938561","Ga0326332_10293856","K00111","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_106056141","Ga0326332_10605614","K00121","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103413751","Ga0326332_10341375","K00140","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_107786931","Ga0326332_10778693","K00140","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102335921","Ga0326332_10233592","K00143","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102633461","Ga0326332_10263346","K00162","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_108823441","Ga0326332_10882344","K00257","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103616931","Ga0326332_10361693","K00306","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100934011","Ga0326332_10093401","K00343","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_108720431","Ga0326332_10872043","K00381","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101417771","Ga0326332_10141777","K00412","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102054001","Ga0326332_10205400","K00412","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103535571","Ga0326332_10353557","K00600","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_104268741","Ga0326332_10426874","K00600","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103113991","Ga0326332_10311399","K00645","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105255241","Ga0326332_10525524","K00668","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_109434941","Ga0326332_10943494","K00693","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105732181","Ga0326332_10573218","K00698","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_107461571","Ga0326332_10746157","K00698","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_107433011","Ga0326332_10743301","K00787","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_104402421","Ga0326332_10440242","K00849","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102147111","Ga0326332_10214711","K00873","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_107106621","Ga0326332_10710662","K00948","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_106969381","Ga0326332_10696938","K00972","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_104227731","Ga0326332_10422773","K01101","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100952031","Ga0326332_10095203","K01196","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_107847791","Ga0326332_10784779","K01278","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_107847791","Ga0326332_10784779","K01282","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100374921","Ga0326332_10037492","K01298","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_109418061","Ga0326332_10941806","K01354","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100361781","Ga0326332_10036178","K01381","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_108921321","Ga0326332_10892132","K01381","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100537971","Ga0326332_10053797","K01392","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102210721","Ga0326332_10221072","K01392","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_107144591","Ga0326332_10714459","K01415","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103190371","Ga0326332_10319037","K01417","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101175881","Ga0326332_10117588","K01427","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_106453621","Ga0326332_10645362","K01468","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_104005231","Ga0326332_10400523","K01487","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_109018411","Ga0326332_10901841","K01488","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_109362921","Ga0326332_10936292","K01488","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103317311","Ga0326332_10331731","K01535","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103514081","Ga0326332_10351408","K01535","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105903251","Ga0326332_10590325","K01537","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_108762771","Ga0326332_10876277","K01537","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102659171","Ga0326332_10265917","K01551","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102346111","Ga0326332_10234611","K01556","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101181231","Ga0326332_10118123","K01581","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103062011","Ga0326332_10306201","K01681","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105177021","Ga0326332_10517702","K01681","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102246691","Ga0326332_10224669","K01745","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_109182741","Ga0326332_10918274","K01745","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_107265681","Ga0326332_10726568","K01749","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105250891","Ga0326332_10525089","K01754","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101906301","Ga0326332_10190630","K01764","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103542771","Ga0326332_10354277","K01867","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_108275751","Ga0326332_10827575","K01868","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100666921","Ga0326332_10066692","K01873","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100705331","Ga0326332_10070533","K01873","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_104460921","Ga0326332_10446092","K01874","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101698461","Ga0326332_10169846","K01876","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_107738951","Ga0326332_10773895","K01881","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105787141","Ga0326332_10578714","K01886","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102963851","Ga0326332_10296385","K01897","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_104117691","Ga0326332_10411769","K01897","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101258131","Ga0326332_10125813","K01918","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102228491","Ga0326332_10222849","K01965","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101567481","Ga0326332_10156748","K02126","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103596141","Ga0326332_10359614","K02218","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102264731","Ga0326332_10226473","K02261","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102975991","Ga0326332_10297599","K02261","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105049241","Ga0326332_10504924","K02261","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101811771","Ga0326332_10181177","K02262","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_104353791","Ga0326332_10435379","K02274","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105891811","Ga0326332_10589181","K02274","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100794801","Ga0326332_10079480","K02320","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100567701","Ga0326332_10056770","K02324","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103366381","Ga0326332_10336638","K02327","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103429971","Ga0326332_10342997","K02327","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101580811","Ga0326332_10158081","K02727","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103104571","Ga0326332_10310457","K02865","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_109423971","Ga0326332_10942397","K02920","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_107233081","Ga0326332_10723308","K02937","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_104146311","Ga0326332_10414631","K02949","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101933861","Ga0326332_10193386","K02997","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105959161","Ga0326332_10595916","K03010","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105577881","Ga0326332_10557788","K03029","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_104622021","Ga0326332_10462202","K03083","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_106342601","Ga0326332_10634260","K03231","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_108164311","Ga0326332_10816431","K03231","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100560311","Ga0326332_10056031","K03235","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_106236551","Ga0326332_10623655","K03240","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_106810651","Ga0326332_10681065","K03259","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103980241","Ga0326332_10398024","K03347","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102733661","Ga0326332_10273366","K03462","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_107880651","Ga0326332_10788065","K03621","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_109573191","Ga0326332_10957319","K03844","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100466351","Ga0326332_10046635","K03882","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105897621","Ga0326332_10589762","K03883","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_108804701","Ga0326332_10880470","K03883","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_107166721","Ga0326332_10716672","K03934","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_108669971","Ga0326332_10866997","K03941","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101066621","Ga0326332_10106662","K03943","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101606031","Ga0326332_10160603","K04348","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103025751","Ga0326332_10302575","K04445","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105076021","Ga0326332_10507602","K04512","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101864481","Ga0326332_10186448","K05012","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105304181","Ga0326332_10530418","K05285","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101113111","Ga0326332_10111311","K05655","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100442481","Ga0326332_10044248","K05658","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_101289541","Ga0326332_10128954","K05658","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_103482501","Ga0326332_10348250","K05658","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_105511511","Ga0326332_10551151","K05658","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102882071","Ga0326332_10288207","K05665","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_104688421","Ga0326332_10468842","K05665","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_102882071","Ga0326332_10288207","K05667","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_100537701","Ga0326332_10053770","K05679","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
"3300031924","Ga0326332_104027551","Ga0326332_10402755","K05679","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Rhizoclosmatium","Rhizoclosmatium_globosum"
