taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Is Public	Public Release Date	Genome Size   * assembled	Gene Count   * assembled	JGI Data Utilization Status
2739368088	Eukaryota	Finished	Millerozyma farinosa CBS 7064 Genome sequencing	Millerozyma farinosa CBS 7064	Genolevures Consortium	2739368088	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Millerozyma	Millerozyma farinosa	Yes	7/17/17	21459642	11571	
2739368094	Eukaryota	Permanent Draft	Colletotrichum gloeosporioides Cg-14 Genome sequencing	Colletotrichum gloeosporioides Cg-14	The Hebrew University of Jerusalem	2739368094	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum gloeosporioides	Yes	7/17/17	53209944	16284	
2739368099	Eukaryota	Finished	Kazachstania africana CBS 2517 Genome sequencing	Kazachstania africana CBS 2517	Trinity College Dublin	2739368099	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania africana	Yes	7/17/17	11130140	5649	
2739368082	Eukaryota	Finished	Aspergillus nidulans FGSC A4	Aspergillus nidulans FGSC A4	Association Nationale Recherche Technologie	2739368082	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus nidulans	Yes	7/17/17	29828291	10533	
2739368090	Eukaryota	Finished	Sugiyamaella lignohabitans CBS 10342 genome sequencing	Sugiyamaella lignohabitans CBS10342	University of Natural Resources and Life Sciences Vienna	2739368090	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Sugiyamaella	Sugiyamaella lignohabitans	Yes	7/17/17	15982127	5388	
2739368095	Eukaryota	Finished	Genome sequence of an isolate of brewer's yeast Saccharomyces cerevisiae	Saccharomyces cerevisiae YJM1332	Duke University	2739368095	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	Yes	7/17/17	12261038	6696	
2739368110	Eukaryota	Permanent Draft	Cyberlindnera jadinii CBS1600	Cyberlindnera jadinii CBS1600	Justus-Liebig-University Giessen	2739368110	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera jadinii	Yes	7/17/17	12707304	5057	
2739368078	Eukaryota	Draft	Pichia kudriavzevii Ckrusei653 genome sequencing	Pichia kudriavzevii Ckrusei653	Broad Institute	2739368078	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia kudriavzevii	Yes	7/17/17	10910993	5130	
2739368080	Eukaryota	Finished	Sclerotinia sclerotiorum 1980 UF-70 genome sequencing	Sclerotinia sclerotiorum 1980 UF-70	Curtin University	2739368080	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia sclerotiorum	Yes	7/17/17	38906597	11370	
2739368085	Eukaryota	Finished	Genome sequencing of Candida intermedia strains	Candida intermedia PYCC 4715	Chalmers University of Technology	2739368085	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Candida/Metschnikowiaceae	[Candida] intermedia	Yes	7/17/17	13077109	6049	
2739368100	Eukaryota	Finished	Tetrapisispora blattae CBS 6284 genome sequencing	Tetrapisispora blattae CBS 6284	Trinity College Dublin	2739368100	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Tetrapisispora	Tetrapisispora blattae	Yes	7/17/17	14048593	5726	
2739368121	Eukaryota	Finished	Kazachstania naganishii CBS 8797 genome sequencing	Kazachstania naganishii CBS 8797	Trinity College Dublin	2739368121	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania naganishii	Yes	7/17/17	10845821	5488	
2739368087	Eukaryota	Finished	Komagataella phaffii CBS 7435	Komagataella phaffii CBS 7435	University of Graz	2739368087	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	Komagataella phaffii	Yes	7/17/17	9402723	5477	
2739368102	Eukaryota	Permanent Draft	Genome sequence of Aspergillus luchuensis RIB 2604	Aspergillus luchuensis RIB 2604	National Institute of Brewing	2739368102	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luchuensis	Yes	7/17/17	34183795	12920	
2739368096	Eukaryota	Permanent Draft	Sanghuangporus baumii 821 genome sequencing	Sanghuangporus baumii 821	China University of Petroleum (East China)	2739368096	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Sanghuangporus	Sanghuangporus baumii	Yes	7/17/17	31641441	8455	
2739368077	Eukaryota	Draft	Broad Cryptococcus genome sequencing	Cryptococcus amylolentus CBS 6273	Broad Institute	2739368077	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus amylolentus	Yes	7/17/17	20280838	8409	
2739368119	Eukaryota	Permanent Draft	Draft genome sequence of Moniliophthora roreri CBS 138632	Moniliophthora roreri CBS 138632	Purdue University	2739368119	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Moniliophthora	Moniliophthora roreri	Yes	7/17/17	57384356	20050	
2739368079	Eukaryota	Finished	The genome sequence of Ustilago bromivora	Ustilago bromivora UB2112	Institute of Bioinformatics and Systems Biology	2739368079	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago bromivora	Yes	7/17/17	20625025	7408	
2739368092	Eukaryota	Permanent Draft	Cryptococcus neoformans gattii WM276	Cryptococcus neoformans gattii sv. B WM276	University of British Columbia	2739368092	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus gattii	Yes	7/17/17	18374760	6565	
2739368097	Eukaryota	Finished	Sporisorium reilianum SRZ2 genome sequencing	Sporisorium reilianum SRZ2	Helmholtz Zentrum Munchen	2739368097	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	Sporisorium reilianum	Yes	7/17/17	18476874	6791	
2739368101	Eukaryota	Permanent Draft	Encephalitozoon cuniculi EcunIII-L Genome sequencing	Encephalitozoon cuniculi EcunIII-L	University of Ottawa	2739368101	Microsporidia	unclassified	unclassified	Unikaryonidae	Encephalitozoon	Encephalitozoon cuniculi	Yes	7/17/17	2292373	1885	
2739368089	Eukaryota	Finished	Encephalitozoon romaleae SJ-2008 Genome sequencing	Encephalitozoon romaleae SJ-2008	University of Ottawa	2739368089	Microsporidia	unclassified	unclassified	Unikaryonidae	Encephalitozoon	Encephalitozoon romaleae	Yes	7/17/17	2187595	1881	
2739368114	Eukaryota	Finished	Encephalitozoon hellem ATCC 50504	Encephalitozoon hellem ATCC 50504	University of British Columbia	2739368114	Microsporidia	unclassified	unclassified	Unikaryonidae	Encephalitozoon	Encephalitozoon hellem	Yes	7/17/17	2251784	2006	
2608642241	Eukaryota	Permanent Draft	Tricholoma vaccinum	Tricholoma vaccinum	"GATC-Biotech AG, Konstanz, Germany"	2608642241	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma vaccinum	Yes	8/17/17	44186981	11978	
2751185714	Eukaryota	Finished	Eremothecium sinecaudum ATCC 58844 genome sequencing	Eremothecium sinecaudum ATCC 58844	Duke University	2751185714	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium sinecaudum	Yes	9/11/17	8948761	5002	
2751185662	Eukaryota	Finished	Zymoseptoria tritici ST99CH_1A5 Genome Sequencing	Zymoseptoria tritici ST99CH_1A5	ETH Zurich	2751185662	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria tritici	Yes	9/11/17	39698711	12072	
2751185663	Eukaryota	Finished	The Evolution of Orphan Regions in Genomes of a Fungal Pathogen of Wheat	Zymoseptoria tritici ST99CH_3D7	ETH Zurich	2751185663	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria tritici	Yes	9/11/17	37861420	11726	
2751185549	Eukaryota	Draft	Microbotryum intermedium Genome Sequencing	Microbotryum intermedium	"Ecologie Syst?matique & Evolution (ESE), University of Paris-Sud"	2751185549	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	Microbotryum intermedium	Yes	9/11/17	23461035	8142	
2761201638	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Cenococcum geophilum 1.58	DOE Joint Genome Institute (JGI)	2761201638	Ascomycota	Dothideomycetes	unclassified	Gloniaceae	Cenococcum	Cenococcum geophilum	Yes	12/18/17	176909044	14748	Unrestricted
2761201838	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of phosphate-solubilizing Penicillium species to understand fungal contributions to the phosphorus cycle.	Penicillium glabrum DAOM 239074	DOE Joint Genome Institute (JGI)	2761201838	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium glabrum	Yes	12/18/17	33091662	12328	Unrestricted
2761201727	Eukaryota	Finished	Genome sequencing of thermophilic and alkalophilic fungi	Thermothelomyces thermophilus ATCC 42464	DOE Joint Genome Institute (JGI)	2761201727	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothelomyces	Thermothelomyces thermophilus	Yes	12/18/17	38744216	9110	Unrestricted
2761201716	Eukaryota	Permanent Draft	The varieties of the black yeast-like fungus Aureobasidium pullulans: evolution and use in biotechnology	Aureobasidium pullulans namibiae CBS 147.97	DOE Joint Genome Institute (JGI)	2761201716	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium namibiae	Yes	12/18/17	25421840	10266	Unrestricted
2761201690	Eukaryota	Permanent Draft	The varieties of the black yeast-like fungus Aureobasidium pullulans: evolution and use in biotechnology	Aureobasidium pullulans subglaciale EXF-2481	DOE Joint Genome Institute (JGI)	2761201690	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium subglaciale	Yes	12/18/17	25779679	10809	Unrestricted
2761201882	Eukaryota	Permanent Draft	1000 Fungal Genomes	Zopfia rhizophila CBS 207.26	DOE Joint Genome Institute (JGI)	2761201882	Ascomycota	Dothideomycetes	unclassified	Zopfiaceae	Zopfia	Zopfia rhizophila	Yes	12/18/17	150929429	21730	Unrestricted
2761201879	Eukaryota	Permanent Draft	1000 Fungal Genomes	Lentithecium fluviatile CBS 122367	DOE Joint Genome Institute (JGI)	2761201879	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Lentithecium	Lentithecium fluviatile	Yes	12/18/17	54320015	16742	Unrestricted
2761201773	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of phosphate-solubilizing Penicillium species to understand fungal contributions to the phosphorus cycle.	Penicillium brevicompactum AgRF18	DOE Joint Genome Institute (JGI)	2761201773	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium brevicompactum	Yes	12/18/17	31630201	12343	Unrestricted
2761201758	Eukaryota	Permanent Draft	Pichia stipitis	Scheffersomyces stipitis CBS 6054	DOE Joint Genome Institute (JGI)	2761201758	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces	Scheffersomyces stipitis	Yes	12/18/17	15441079	5807	Unrestricted
2761201874	Eukaryota	Permanent Draft	1000 Fungal Genomes	Cucurbitaria berberidis CBS 394.84	DOE Joint Genome Institute (JGI)	2761201874	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Cucurbitaria	Cucurbitaria berberidis	Yes	12/18/17	32866442	12439	Unrestricted
2761201745	Eukaryota	Permanent Draft	"T atroviride, A. aculeatus, A. vadensis"	Trichoderma atroviride IMI 206040	DOE Joint Genome Institute (JGI)	2761201745	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma atroviride	Yes	12/18/17	36123373	11828	Unrestricted
2761201860	Eukaryota	Permanent Draft	1000 Fungal Genomes	Sporormia fimetaria CBS 119925	DOE Joint Genome Institute (JGI)	2761201860	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	Sporormia fimetaria	Yes	12/18/17	25848024	10783	Unrestricted
2761201622	Eukaryota	Permanent Draft	Cochliobolus sativus	Bipolaris sorokiniana ND90Pr	DOE Joint Genome Institute (JGI)	2761201622	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris sorokiniana	Yes	12/18/17	34306666	12250	Unrestricted
2761201740	Eukaryota	Permanent Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Suhomyces tanzawaensis NRRL Y-17324	DOE Joint Genome Institute (JGI)	2761201740	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Suhomyces	Suhomyces tanzawaensis	Yes	12/18/17	13136204	5895	Unrestricted
2761201731	Eukaryota	Permanent Draft	1000 Fungal Genomes	Microdochium bolleyi J235TASD1 Standard Draft	DOE Joint Genome Institute (JGI)	2761201731	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium bolleyi	Yes	12/18/17	38803150	13158	Unrestricted
2761201653	Eukaryota	Permanent Draft	Sequencing of pathogens and extremophiles in the Dothideomycetes	Baudoinia compniacensis UAMH 10762	DOE Joint Genome Institute (JGI)	2761201653	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Baudoinia	Baudoinia panamericana	Yes	12/18/17	21876451	10513	Unrestricted
2761201754	Eukaryota	Permanent Draft	Yeast-based biofuel production - 2 xylose fermenting fungi	Yamadazyma tenuis ATCC 10573	DOE Joint Genome Institute (JGI)	2761201754	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Yamadazyma	Yamadazyma tenuis	Yes	12/18/17	10741968	5533	Unrestricted
2761201803	Eukaryota	Permanent Draft	1000 Fungal Genomes	Polyplosphaeria fusca CBS 125425	DOE Joint Genome Institute (JGI)	2761201803	Ascomycota	Dothideomycetes	Pleosporales	Tetraplosphaeriaceae	Polyplosphaeria	Polyplosphaeria fusca	Yes	12/18/17	36952948	15194	Unrestricted
2761201759	Eukaryota	Permanent Draft	Nomination of Aspergillus carbonarius and Aspergillus aculeatus as sequencing targets	Aspergillus aculeatus ATCC 16872	DOE Joint Genome Institute (JGI)	2761201759	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus aculeatus	Yes	12/18/17	34419051	10845	Unrestricted
2761201709	Eukaryota	Permanent Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Ogataea arabinofermentans NRRL YB-2248	DOE Joint Genome Institute (JGI)	2761201709	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	[Candida] arabinofermentans	Yes	12/18/17	13219715	5861	Unrestricted
2761201853	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Hyaloscypha variabilis F	DOE Joint Genome Institute (JGI)	2761201853	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha variabilis	Yes	12/18/17	55794128	20389	Unrestricted
2761201801	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Hyaloscypha hepaticicola UAMH 7357	DOE Joint Genome Institute (JGI)	2761201801	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Hyaloscypha	Hyaloscypha hepaticicola	Yes	12/18/17	56513305	16784	Unrestricted
2761201851	Eukaryota	Permanent Draft	1000 Fungal Genomes	Dissoconium aciculare CBS 342.82	DOE Joint Genome Institute (JGI)	2761201851	Ascomycota	Dothideomycetes	Mycosphaerellales	Dissoconiaceae	Dissoconium	Dissoconium aciculare	Yes	12/18/17	26523606	10299	Unrestricted
2761201651	Eukaryota	Permanent Draft	1000 Fungal Genomes	Protomyces lactucae-debilis 12-1054	DOE Joint Genome Institute (JGI)	2761201651	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	Protomyces lactucae-debilis	Yes	12/18/17	12924294	6726	Unrestricted
2761201885	Eukaryota	Permanent Draft	Genome sequencing of thermophilic and alkalophilic fungi	Sodiomyces alcalophilus ATCC 90507	DOE Joint Genome Institute (JGI)	2761201885	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces	Sodiomyces alcalophilus	Yes	12/18/17	54407462	9521	Unrestricted
2761201606	Eukaryota	Permanent Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Babjeviella inositovora NRRL Y-12698	DOE Joint Genome Institute (JGI)	2761201606	Ascomycota	Saccharomycetes	Saccharomycetales	unclassified	Babjeviella	Babjeviella inositovora	Yes	12/18/17	15210131	6403	Unrestricted
2761201834	Eukaryota	Permanent Draft	1000 Fungal Genomes	Didymella exigua CBS 183.55	DOE Joint Genome Institute (JGI)	2761201834	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	Didymella exigua	Yes	12/18/17	34302258	12394	Unrestricted
2761201639	Eukaryota	Permanent Draft	Genome-enabled Investigations of the Role of Secreted Proteins and Reactive Metabolites in Carbon Degradation by Pure and Mixed Ascomycete Fungal Communities	Paraphaeosphaeria sporulosa AP3s5-JAC2a	DOE Joint Genome Institute (JGI)	2761201639	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria sporulosa	Yes	12/18/17	38397711	14745	Unrestricted
2761201839	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of phosphate-solubilizing Penicillium species to understand fungal contributions to the phosphorus cycle.	Penicillium canescens ATCC 10419	DOE Joint Genome Institute (JGI)	2761201839	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium canescens	Yes	12/18/17	33248056	12374	Unrestricted
2761201806	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of phosphate-solubilizing Penicillium species to understand fungal contributions to the phosphorus cycle.	Talaromyces aculeatus ATCC 10409	DOE Joint Genome Institute (JGI)	2761201806	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces aculeatus	Yes	12/18/17	37241150	13793	Unrestricted
2761201634	Eukaryota	Permanent Draft	Aspergillus niger	Aspergillus niger ATCC 1015	DOE Joint Genome Institute (JGI)	2761201634	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus niger	Yes	12/18/17	34853277	11910	Unrestricted
2761201685	Eukaryota	Permanent Draft	Comparative analysis of Aspergilli to facilitate novel strategies in fungal biotechnology	Aspergillus versicolor CBS 583.65	DOE Joint Genome Institute (JGI)	2761201685	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus versicolor	Yes	12/18/17	32800886	13228	Unrestricted
2761201880	Eukaryota	Permanent Draft	1000 Fungal Genomes	Anthostoma avocetta NRRL 3190	DOE Joint Genome Institute (JGI)	2761201880	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Anthostoma	Anthostoma avocetta	Yes	12/18/17	55174404	15755	Unrestricted
2761201856	Eukaryota	Permanent Draft	"Forest soil microbial communities from France, Sweden and USA, for metatranscriptomics studies"	Colletotrichum gloeosporioides 23 Standard Draft	DOE Joint Genome Institute (JGI)	2761201856	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum gloeosporioides	Yes	12/18/17	58745962	18975	Unrestricted
2761201654	Eukaryota	Permanent Draft	Genome-enabled Investigations of the Role of Secreted Proteins and Reactive Metabolites in Carbon Degradation by Pure and Mixed Ascomycete Fungal Communities	Alternaria alternata SRC1lrK2f	DOE Joint Genome Institute (JGI)	2761201654	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata	Yes	12/18/17	32964364	13467	Unrestricted
2761201604	Eukaryota	Permanent Draft	Genome and transcriptome sequence of the inhibitor-tolerant Ascomycete Coniochaeta ligniaria NRRL30616	Coniochaeta ligniaria NRRL 30616	DOE Joint Genome Institute (JGI)	2761201604	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta ligniaria	Yes	12/18/17	42116831	13657	Unrestricted
2761201753	Eukaryota	Permanent Draft	Mycosphaerella graminicola	Zymoseptoria tritici IPO323	DOE Joint Genome Institute (JGI)	2761201753	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria tritici	Yes	12/18/17	39686251	10933	Unrestricted
2761201762	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of phosphate-solubilizing Penicillium species to understand fungal contributions to the phosphorus cycle.	Penicillium janthinellum ATCC 10455	DOE Joint Genome Institute (JGI)	2761201762	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium janthinellum	Yes	12/18/17	34840426	12098	Unrestricted
2761201842	Eukaryota	Permanent Draft	Extremophilic Fungi Relevant to Biofuel Production	Amorphotheca resinae ATCC 22711	DOE Joint Genome Institute (JGI)	2761201842	Ascomycota	Leotiomycetes	Helotiales	Amorphothecaceae	Amorphotheca	Amorphotheca resinae	Yes	12/18/17	28570891	9642	Unrestricted
2761201720	Eukaryota	Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Lipomyces starkeyi NRRL Y-11557	DOE Joint Genome Institute (JGI)	2761201720	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Lipomyces	Lipomyces starkeyi	Yes	12/18/17	21207763	8192	Unrestricted
2761201659	Eukaryota	Permanent Draft	Fungal Genome Program Extremophiles	Aspergillus ruber CBS 135680	DOE Joint Genome Institute (JGI)	2761201659	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus ruber	Yes	12/18/17	26193403	10076	Unrestricted
2761201778	Eukaryota	Permanent Draft	1000 Fungal Genomes	Corynespora cassiicola Philippines	DOE Joint Genome Institute (JGI)	2761201778	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynespora	Corynespora cassiicola	Yes	12/18/17	44724256	17166	Unrestricted
2761201697	Eukaryota	Permanent Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Wickerhamomyces anomalus NRRL Y-366-8	DOE Joint Genome Institute (JGI)	2761201697	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces anomalus	Yes	12/18/17	14115836	6423	Unrestricted
2761201631	Eukaryota	Permanent Draft	Dothideomycete sequencing and comparative analysis	Dothistroma septosporum NZE10	DOE Joint Genome Institute (JGI)	2761201631	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Dothistroma	Dothistroma septosporum	Yes	12/18/17	30209431	12580	Unrestricted
2761201718	Eukaryota	Permanent Draft	Comparative analysis of Aspergilli to facilitate novel strategies in fungal biotechnology	Aspergillus wentii DTO 134E9	DOE Joint Genome Institute (JGI)	2761201718	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus wentii	Yes	12/18/17	31336132	12442	Unrestricted
2761201833	Eukaryota	Permanent Draft	1000 Fungal Genomes	Melanomma pulvis-pyrius CBS 109.77	DOE Joint Genome Institute (JGI)	2761201833	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Melanomma	Melanomma pulvis-pyrius	Yes	12/18/17	40909216	15881	Unrestricted
2761201734	Eukaryota	Permanent Draft	Comparative analysis of Aspergilli to facilitate novel strategies in fungal biotechnology	Aspergillus sydowii CBS 593.65	DOE Joint Genome Institute (JGI)	2761201734	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus sydowii	Yes	12/18/17	33986227	13620	Unrestricted
2761201667	Eukaryota	Permanent Draft	1000 Fungal Genomes	Clohesyomyces aquaticus CBS 115471 Standard Draft	DOE Joint Genome Institute (JGI)	2761201667	Ascomycota	Dothideomycetes	Pleosporales	Lindgomycetaceae	Clohesyomyces	Clohesyomyces aquaticus	Yes	12/18/17	46836638	15810	Unrestricted
2761201701	Eukaryota	Permanent Draft	Endophytic fungal isolates - JBEI	Hypoxylon sp. EC38	DOE Joint Genome Institute (JGI)	2761201701	Ascomycota	Sordariomycetes	Xylariales	Hypoxylaceae	Hypoxylon	Hypoxylon sp. EC38	Yes	12/18/17	46450623	12534	Unrestricted
2761201905	Eukaryota	Permanent Draft	"Cochliobolus heterostrophus, a model ascomycete cereal pathogen"	Bipolaris maydis C5	DOE Joint Genome Institute (JGI)	2761201905	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris maydis	Yes	12/18/17	34424647	13336	Unrestricted
2761201867	Eukaryota	Permanent Draft	Fungal Program RND	Trichoderma reesei RUT C-30	DOE Joint Genome Institute (JGI)	2761201867	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma reesei	Yes	12/18/17	32474231	9852	Unrestricted
2761201751	Eukaryota	Permanent Draft	Trichoderma reesei	Trichoderma reesei QM6a	DOE Joint Genome Institute (JGI)	2761201751	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma reesei	Yes	12/18/17	33330804	9143	Unrestricted
2761201790	Eukaryota	Permanent Draft	1000 Fungal Genomes	Coniochaeta sp. PMI_546	DOE Joint Genome Institute (JGI)	2761201790	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta sp. PMI_546	Yes	12/18/17	33496311	11341	Unrestricted
2761201871	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of phosphate-solubilizing Penicillium species to understand fungal contributions to the phosphorus cycle.	Penicillium bilaiae ATCC 20851	DOE Joint Genome Institute (JGI)	2761201871	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium bilaiae	Yes	12/18/17	37513387	13606	Unrestricted
2761201782	Eukaryota	Permanent Draft	A Phylogenomic Framework to Investigate Fungal Thermophily	Parathielavia appendiculata CBS 731.68	DOE Joint Genome Institute (JGI)	2761201782	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Parathielavia	Parathielavia appendiculata	Yes	12/18/17	32717948	11942	Unrestricted
2761201816	Eukaryota	Permanent Draft	1000 Fungal Genomes	Lophium mytilinum CBS 269.34	DOE Joint Genome Institute (JGI)	2761201816	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Lophium	Lophium mytilinum	Yes	12/18/17	43314341	15153	Unrestricted
2761201811	Eukaryota	Permanent Draft	1000 Fungal Genomes	Cadophora sp. DSE1049	DOE Joint Genome Institute (JGI)	2761201811	Ascomycota	Leotiomycetes	Helotiales	unclassified	Cadophora	Cadophora sp. DSE1049	Yes	12/18/17	68204479	22766	Unrestricted
2761201676	Eukaryota	Permanent Draft	Comparative analysis of Aspergilli to facilitate novel strategies in fungal biotechnology	Aspergillus tubingensis CBS 134.48	DOE Joint Genome Institute (JGI)	2761201676	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis	Yes	12/18/17	34959742	12322	Unrestricted
