Genome ID	Submission ID	JGI Data Set	Domain	Genome Name	Modified Date	Modified By	Is Public	Comments	
2612576533		 	Eukaryota	Mimulus guttatus	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576523		 	Eukaryota	Gossypium raimondii	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576527		 	Eukaryota	Micromonas pusilla CCMP1545	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576531		 	Eukaryota	Physcomitrella patens	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576535		 	Eukaryota	Capsella grandiflora	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576501		 	Eukaryota	Arabidopsis lyrata	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576502		 	Eukaryota	Carica papaya	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576503		 	Eukaryota	Ricinus communis	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576504		 	Eukaryota	Cucumis sativus	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576505		 	Eukaryota	Prunus persica	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576506		 	Eukaryota	Vitis vinifera	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576507		 	Eukaryota	Manihot esculenta	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576508		 	Eukaryota	Citrus sinensis	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576509		 	Eukaryota	Setaria italica	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576510		 	Eukaryota	Arabidopsis thaliana	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576511		 	Eukaryota	Eutrema salsugineum	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576512		 	Eukaryota	Citrus clementina	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576513		 	Eukaryota	Capsella rubella	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576514		 	Eukaryota	Aquilegia coerulea	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576516		 	Eukaryota	Volvox carteri	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576517		 	Eukaryota	Linum usitatissimum	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576518		 	Eukaryota	Eucalyptus grandis	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576519		 	Eukaryota	Oryza sativa	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576520		 	Eukaryota	Solanum tuberosum	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576521		 	Eukaryota	Populus trichocarpa	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576522		 	Eukaryota	Phaseolus vulgaris	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576524		 	Eukaryota	Solanum lycopersicum	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576525		 	Eukaryota	Fragaria vesca	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576528		 	Eukaryota	Micromonas sp. RCC299	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576529		 	Eukaryota	Ostreococcus lucimarinus	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576530		 	Eukaryota	Theobroma cacao	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576532		 	Eukaryota	Sorghum bicolor	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576534		 	Eukaryota	Arabidopsis halleri	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576536		 	Eukaryota	Panicum virgatum	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576537		 	Eukaryota	Panicum hallii	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576538		 	Eukaryota	Glycine max	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576539		 	Eukaryota	Brassica rapa FPsc	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576540		 	Eukaryota	Boechera stricta	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576541		 	Eukaryota	Chlamydomonas reinhardtii	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576542		 	Eukaryota	Brachypodium distachyon	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576543		 	Eukaryota	Zea mays	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576544		 	Eukaryota	Medicago truncatula	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576545		 	Eukaryota	Salix purpurea	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576546		 	Eukaryota	Spirodela polyrhiza	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576547		 	Eukaryota	Amborella trichopoda	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576548		 	Eukaryota	Triticum aestivum	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576549		 	Eukaryota	Selaginella moellendorffii	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576526		 	Eukaryota	Coccomyxa subellipsoidea C-169	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2612576515		 	Eukaryota	Malus domestica	2015-05-02	Krishna Palaniappan	Yes	bad phytozome (scaffold id mismatch found) data batch	
2761201655	166723	<a href='https://genome.jgi.doe.gov/Aciri1_iso'  >Yes</a>	Eukaryota	Acidomyces richmondensis BFW	2018-02-26	Amy Chen	Yes	marked obsolete per Neha	
2761201679	166747	<a href='https://genome.jgi.doe.gov/Suilu3'  >Yes</a>	Eukaryota	Suillus luteus UH-Slu-Lm8-n1	2018-02-26	Amy Chen	Yes	marked obsolete per Neha	
